Generic,Name,Company,Strength,Price
Glimepiride,Adglim,Unimed Unihealth MFG. Ltd.,2 mg,5.00
Fexofenadine Hydrochloride,Adifex,United Chemicals & Pharmaceuticals Ltd.,120 mg,6.50
Cefdinir,Adinir,ACME Laboratories Ltd.,300 mg,45.16
Cefdinir,Adinir,ACME Laboratories Ltd.,125 mg/5 ml,175.66
Orlistat,Adiponil,Incepta Pharmaceuticals Ltd.,120 mg,40.00
Efavirenz,Adiva,Square Pharmaceuticals Ltd.,600 mg,200.75
Azithromycin,Adiz,Euro Pharma Ltd.,500 mg,35.00
Azithromycin,Adiz,Euro Pharma Ltd.,200 mg/5 ml,85.01
Azithromycin,Adiz,Euro Pharma Ltd.,250 mg,25.00
Linagliptin,Adlina,Unimed Unihealth MFG. Ltd.,5 mg,20.00
Linagliptin + Metformin Hydrochloride,Adlinameg,Unimed Unihealth MFG. Ltd.,2.5 mg+500 mg,12.00
Linagliptin + Metformin Hydrochloride,Adlinameg,Unimed Unihealth MFG. Ltd.,2.5 mg+850 mg,14.00
Propranolol Hydrochloride,Adlock,Sonear Laboratories Ltd.,10 mg,0.50
Propranolol Hydrochloride,Adlock,Sonear Laboratories Ltd.,40 mg,1.70
Desloratadine,Adlorin,Ad-din pharmaceuticals Ltd.,5 mg,2.50
Gliclazide,Admira,Unimed Unihealth MFG. Ltd.,80 mg,6.00
Gliclazide,Admira MR,Unimed Unihealth MFG. Ltd.,30 mg,6.00
Amoxicillin Trihydrate,Admox,Team Pharmaceuticals Ltd.,125 mg/5 ml,47.60
Amoxicillin Trihydrate,Admox DS,Team Pharmaceuticals Ltd.,500 mg,6.79
Nitazoxanide,Adnix,Alco Pharma Ltd.,500 mg,10.03
Nitazoxanide,Adnix,Alco Pharma Ltd.,100 mg/5 ml,35.11
Doxepin (Oral),Adnor,Apex Pharmaceuticals Ltd.,3 mg,5.00
Cefadroxil Monohydrate,Adocil,Kemiko Pharmaceuticals Ltd.,500 mg,12.00
Cefadroxil Monohydrate,Adocil,Kemiko Pharmaceuticals Ltd.,125 mg/5 ml,80.24
Nitazoxanide,Adonid,Rephco Pharmaceuticals Ltd.,500 mg,10.00
Nitazoxanide,Adonid DS,Rephco Pharmaceuticals Ltd.,100 mg/5 ml,35.00
Cefadroxil Monohydrate,Adora,Incepta Pharmaceuticals Ltd.,1000 mg,32.00
Cefadroxil Monohydrate,Adora,Incepta Pharmaceuticals Ltd.,500 mg,18.00
Cefadroxil Monohydrate,Adora,Incepta Pharmaceuticals Ltd.,125 mg/5 ml,50.00
Cefadroxil Monohydrate,Adora,Incepta Pharmaceuticals Ltd.,125 mg/1.25 ml,50.00
Domperidone Maleate,Adorex,Ambee Pharmaceuticals Ltd.,5 mg/5 ml,28.09
Domperidone Maleate,Adorex,Ambee Pharmaceuticals Ltd.,10 mg,2.00
Domperidone Maleate,Adorex,Ambee Pharmaceuticals Ltd.,5 mg/ml,20.07
Adhatoda vasica + Piper longum (Herbal cough syrup),Adovas,Square Pharmaceuticals Ltd.,,65.00
Adefovir Dipivoxil,Adovir,Renata Limited,10 mg,10.00
Adrenaline,Adrenaline,Techno Drugs Ltd.,1 mg/ml,24.88
Doxorubicin Hydrochloride,Adribin,Healthcare Pharmacuticals Ltd.,2 mg/ml,350.00
Adrenaline,Adrin,Gaco Pharmaceuticals Ltd.,1 mg/ml,25.08
Adrenaline,Adrinor,Incepta Pharmaceuticals Ltd.,1 mg/ml,25.00
Cefuroxime Axetil,Adrox,Ad-din pharmaceuticals Ltd.,125 mg/5 ml,181.00
Diphenhydramine Hydrochloride,Adryl,Square Pharmaceuticals Ltd.,10 mg/5 ml,40.13
Diphtheria Antitoxin,ADS,CSL Behring,20000 IU/5 ml,182.55
Sodium Chloride + Dextrose,ADS-10,Libra Infusions Ltd.,0.225%+10%,65.87
Cetirizine Hydrochloride [Oral],Adtrizin,Team Pharmaceuticals Ltd.,10 mg,2.50
Vitamin B complex,Aduvit,Pacific Pharmaceuticals Ltd.,,10.00
Vitamin B complex,Aduvit,Pacific Pharmaceuticals Ltd.,,0.52
Vitamin B complex,Aduvit,Pacific Pharmaceuticals Ltd.,,20.00
Ibuprofen,Advel,Opsonin Pharma Ltd.,200 mg,0.88
Ibuprofen,Advel,Opsonin Pharma Ltd.,400 mg,1.43
Ibuprofen,Advel,Opsonin Pharma Ltd.,100 mg/5 ml,33.70
Adalimumab,Advixa,Incepta Pharmaceuticals Ltd.,40 mg/0.8 ml,"15,000.00"
Albendazole,Adze,Kemiko Pharmaceuticals Ltd.,400 mg,4.01
Bambuterol Hydrochloride,Aerodyl,Silva Pharmaceuticals Ltd.,10 mg,1.51
Bambuterol Hydrochloride,Aerodyl,Silva Pharmaceuticals Ltd.,20 mg,3.00
Bambuterol Hydrochloride,Aerodyl,Silva Pharmaceuticals Ltd.,5 mg/5 ml,20.07
Ketotifen Fumarate (Oral),Aerofen,Silva Pharmaceuticals Ltd.,1 mg,1.51
Ketotifen Fumarate (Oral),Aerofen,Silva Pharmaceuticals Ltd.,1 mg/5 ml,45.00
Montelukast Sodium,Aeron,Healthcare Pharmacuticals Ltd.,10 mg,15.00
Montelukast Sodium,Aeron FT,Healthcare Pharmacuticals Ltd.,4 mg,6.00
Montelukast Sodium,Aeron FT,Healthcare Pharmacuticals Ltd.,5 mg,8.00
Budesonide,Aeronid,Beximco Pharmaceuticals Ltd.,200 mcg/puff,410.00
Simethicone,Aeropac,Amico Laboratories Ltd.,67 mg/ml,30.00
Everolimus,Afinitor,Novartis (Bangladesh) Ltd.,10 mg,"8,976.66"
Everolimus,Afinitor,Novartis (Bangladesh) Ltd.,5 mg,"5,834.98"
Cefixime Trihydrate,Afix,Aristopharma Ltd.,200 mg,35.00
Cefixime Trihydrate,Afix,Aristopharma Ltd.,400 mg,50.00
Cefixime Trihydrate,Afix,Aristopharma Ltd.,200 mg,35.00
Cefixime Trihydrate,Afix,Aristopharma Ltd.,400 mg,50.00
Cefixime Trihydrate,Afix,Aristopharma Ltd.,100 mg/5 ml,135.00
Cefixime Trihydrate,Afix DS,Aristopharma Ltd.,200 mg/5 ml,195.00
Cefixime Trihydrate,Afixime,Asiatic Laboratories Ltd.,200 mg,30.00
Cefixime Trihydrate,Afixime,Asiatic Laboratories Ltd.,400 mg,50.00
Cefixime Trihydrate,Afixime,Asiatic Laboratories Ltd.,100 mg/5 ml,130.00
Fluconazole,Afluzol,Ambee Pharmaceuticals Ltd.,50 mg/5 ml,78.27
Fluconazole,Afluzol,Ambee Pharmaceuticals Ltd.,150 mg,22.07
Fluconazole,Afluzol,Ambee Pharmaceuticals Ltd.,50 mg,8.03
Fluorometholone Acetate,AFM,Aristopharma Ltd.,0.1%,100.00
Fluorometholone + Gentamicin,AFM-Plus,Aristopharma Ltd.,0.1%+0.3%,110.00
Fluorometholone + Gentamicin,AFM-Plus,Aristopharma Ltd.,0.1%+0.3%,130.00
Fluorometholone + Tetrahydrozoline,AFM-T,Aristopharma Ltd.,0.1%+0.025%,100.00
Oxymetazoline Hydrochloride (Nasal),Afrin,Aristopharma Ltd.,0.025%,40.00
Oxymetazoline Hydrochloride (Nasal),Afrin,Aristopharma Ltd.,0.05%,45.00
Clotrimazole (Topical),Afun,Square Pharmaceuticals Ltd.,1%,35.11
Clotrimazole (Rectal),Afun VT,Square Pharmaceuticals Ltd.,200 mg,20.06
Griseofulvin [Microsize],Afuvin,Ambee Pharmaceuticals Ltd.,500 mg,5.32
Betacarotene + Vitamin C + Vitamin E,Age M,Mystic Pharmaceuticals Ltd.,6 mg+200 mg+50 mg,2.53
"Super Antioxidant, Vitamins & Multimineral",Age Plus,Mystic Pharmaceuticals Ltd.,,3.75
Betacarotene + Vitamin C + Vitamin E,Agedefy,Medimet Pharmaceuticals Ltd.,6 mg+200 mg+50 mg,2.50
Sildenafil Citrate,Aggra,Eskayef Bangladesh Ltd.,50 mg,30.00
Sildenafil Citrate,Aggra,Eskayef Bangladesh Ltd.,100 mg,50.00
Aspirin + Dipyridamole,Aggreno,Ziska Pharmaceuticals Ltd.,25 mg+200 mg,12.00
Agomelatine,Agotin,Beacon Pharmaceuticals Ltd.,25 mg,50.15
Digoxin,Agoxin,Aristopharma Ltd.,0.25 mg,1.09
Pregabalin,AGP,Novo Healthcare and Pharma Ltd.,75 mg,16.00
Inactivated Influenza Vaccine,Agrippal S1,Novartis (Bangladesh) Ltd.,0.5 ml/prefilled syringe,650.00
Albendazole,AH,Drug International Ltd.,400 mg,5.05
Albendazole,AH,Drug International Ltd.,200 mg/5 ml,20.10
Diclofenac Sodium,Aid,Premier Pharmaceuticals Ltd.,50 mg,0.80
Diclofenac Sodium,Aid SR,Premier Pharmaceuticals Ltd.,100 mg,3.00
Diclofenac Sodium,Aid TR,Premier Pharmaceuticals Ltd.,100 mg,3.00
Levosalbutamol (Oral),Aire,Delta Pharma Ltd.,1 mg,0.90
Levosalbutamol (Oral),Aire,Delta Pharma Ltd.,2 mg,1.70
Ketotifen Fumarate (Oral),Airnaaf,Naafco Pharma Ltd.,1 mg/5 ml,50.00
Montelukast Sodium,Airway,One Pharma Ltd.,5 mg,8.00
Montelukast Sodium,Airway,One Pharma Ltd.,10 mg,15.00
Montelukast Sodium,Airway,One Pharma Ltd.,4 mg,6.00
Favipiravir,Akarvia,Incepta Pharmaceuticals Ltd.,200 mg,400.00
Isotretinoin,Aknill,Incepta Pharmaceuticals Ltd.,0.05%,130.00
Naproxen Sodium,Aktivex,Opso Saline Ltd.,500 mg,9.00
Naproxen Sodium,Aktivex,Opso Saline Ltd.,250 mg,5.00
Albendazole,AL-DS,Globe Pharmaceuticals Ltd.,400 mg,5.00
Valacyclovir,Alaclov,ACI Limited,500 mg,40.27
Olopatadine Hydrochloride (Ophthalmic),Alacot,Square Pharmaceuticals Ltd.,0.1%,110.34
Olopatadine Hydrochloride (Ophthalmic),Alacot DS,Square Pharmaceuticals Ltd.,0.2%,175.00
Olopatadine Hydrochloride (Ophthalmic),Alacot Max,Square Pharmaceuticals Ltd.,0.7%,230.00
Olopatadine Hydrochloride (Ophthalmic),Aladay,Eskayef Bangladesh Ltd.,0.1%,110.00
Olopatadine Hydrochloride (Ophthalmic),Aladay DS,Eskayef Bangladesh Ltd.,0.2%,160.00
Fexofenadine Hydrochloride,Alafree,Apex Pharmaceuticals Ltd.,30 mg/5 ml,48.00
Fexofenadine Hydrochloride,Alafree,Apex Pharmaceuticals Ltd.,120 mg,6.50
Fexofenadine Hydrochloride,Alagra,Alco Pharma Ltd.,30 mg,3.01
Fexofenadine Hydrochloride,Alagra,Alco Pharma Ltd.,120 mg,6.02
Fexofenadine Hydrochloride,Alagra,Alco Pharma Ltd.,180 mg,8.53
Fexofenadine Hydrochloride,Alagra,Alco Pharma Ltd.,30 mg/5 ml,48.14
Fexofenadine Hydrochloride,Alagra,Alco Pharma Ltd.,60 mg,3.51
Fexofenadine Hydrochloride,Alanil,ACME Laboratories Ltd.,120 mg,8.00
Fexofenadine Hydrochloride,Alanil,ACME Laboratories Ltd.,180 mg,10.00
Fexofenadine Hydrochloride,Alanil,ACME Laboratories Ltd.,30 mg/5 ml,48.14
Cetirizine Hydrochloride [Oral],Alargol,Ethical Drug Ltd.,5 mg/5 ml,25.00
Cetirizine Hydrochloride [Oral],Alargol,Ethical Drug Ltd.,10 mg,2.50
Ketotifen Fumarate (Ophthalmic),Alarid,Square Pharmaceuticals Ltd.,0.025%,100.30
Ketotifen Fumarate (Oral),Alarid,Square Pharmaceuticals Ltd.,1 mg,2.50
Ketotifen Fumarate (Oral),Alarid,Square Pharmaceuticals Ltd.,1 mg/5 ml,55.00
Loratadine,Alaron,ACI Limited,10 mg,2.50
Cetirizine Hydrochloride [Oral],Alartn,Alkad Laboratories,5 mg/5 ml,30.00
Rupatadine Fumarate,Alarup,Popular Pharmaceuticals Ltd.,10 mg,10.00
Cetirizine Hydrochloride [Oral],Alat,Premier Pharmaceuticals Ltd.,10 mg,2.50
Cetirizine Hydrochloride [Oral],Alater,Bengal drugs Ltd.,10 mg,2.50
Cetirizine Hydrochloride [Oral],Alatin,Concord Pharmaceuticals Ltd.,10 mg,2.00
Cetirizine Hydrochloride [Oral],Alatrol,Square Pharmaceuticals Ltd.,10 mg,3.01
Cetirizine Hydrochloride [Oral],Alatrol,Square Pharmaceuticals Ltd.,5 mg/5 ml,30.10
Cetirizine Hydrochloride [Oral],Alatrol,Square Pharmaceuticals Ltd.,2.5 mg/ml,25.08
Alprazolam,Alaxen,United Chemicals & Pharmaceuticals Ltd.,0.25 mg,2.00
Alprazolam,Alaxen,United Chemicals & Pharmaceuticals Ltd.,0.5 mg,3.00
Albendazole,Alba,Navana Pharmaceuticals Ltd.,400 mg,4.50
Baclofen,Albafen,Allied Pharmaceuticals Ltd.,10 mg,8.00
Albendazole,Albamax DS,Ziska Pharmaceuticals Ltd.,400 mg,2.82
Vitamin B complex,Albaplex,Aexim Pharmaceuticals Ltd.,,20.60
Almitrine Bismesylate + Raubasine,Albasine,Drug International Ltd.,30 mg+10 mg,12.05
Vitamin B complex,Albatab,Aexim Pharmaceuticals Ltd.,,0.44
Albendazole,Albazol DS,Central Pharmaceuticals Ltd.,400 mg,4.00
Albendazole,Alben,Eskayef Bangladesh Ltd.,200 mg/5 ml,20.00
Albendazole,Alben DS,Eskayef Bangladesh Ltd.,400 mg,5.00
Albendazole,Albenda DS,Aexim Pharmaceuticals Ltd.,400 mg,3.40
Albendazole,Albendazole,Essential Drugs Company Ltd.,200 mg,1.15
Albendazole,Albendazole,Essential Drugs Company Ltd.,400 mg,4.30
Albendazole,Albendazole,Essential Drugs Company Ltd.,200 mg/5 ml,13.00
Albendazole,Albendol,Globex Pharmaceuticals Ltd.,400 mg,3.50
Albendazole,Albendol,Globex Pharmaceuticals Ltd.,200 mg/5 ml,15.00
Albendazole,Albendox,Indo Bangla Pharmaceutical,400 mg,4.00
Albendazole,Albentas,Veritas Pharmaceuticals Ltd.,400 mg,5.00
Albendazole,Albezen,Zenith Pharmaceuticals Ltd.,400 mg,3.00
Albendazole,Albezole,Apollo Pharmaceutical Ltd.,400 mg,3.80
Albendazole,Albol-DS,Ethical Drug Ltd.,400 mg,3.50
Albendazole,Albrex,Medimet Pharmaceuticals Ltd.,400 mg,3.50
Albumin (Human),Albumin Human,Octapharma Pharmazeutica,20%,"3,609.00"
Albumin (Human),Albutein,Grifols Biologicals LLC,5%,"3,800.00"
Albumin (Human),Albutein,Alpha Therapeutic Corporation,5%,"3,800.00"
Albumin (Human),Albutein,Alpha Therapeutic Corporation,25%,"3,700.00"
Alcaftadine,Alcadin,Popular Pharmaceuticals Ltd.,0.25%,400.00
Alcaftadine,Alcafta,Incepta Pharmaceuticals Ltd.,0.25%,400.00
Entecavir,Alcavir,Innova Pharma (Albion Laboratories),0.5 mg,53.13
Aceclofenac,Alcefen,Allied Pharmaceuticals Ltd.,100 mg,4.00
Levocetirizine Dihydrochloride,Alcet,Healthcare Pharmacuticals Ltd.,5 mg,4.50
Levocetirizine Dihydrochloride,Alcet,Healthcare Pharmacuticals Ltd.,2.5 mg/5 ml,50.00
Olopatadine Hydrochloride (Ophthalmic),Alchek,Apex Pharmaceuticals Ltd.,0.1%,100.00
Olopatadine Hydrochloride (Ophthalmic),Alchek DS,Apex Pharmaceuticals Ltd.,0.2%,150.08
Cefaclor Monohydrate,Alclor,ACME Laboratories Ltd.,500 mg,40.12
Cefaclor Monohydrate,Alclor,ACME Laboratories Ltd.,125 mg/5 ml,190.58
Cefaclor Monohydrate,Alclor,ACME Laboratories Ltd.,125 mg/1.25 ml,125.37
Diclofenac Sodium,Alcofen,Aexim Pharmaceuticals Ltd.,50 mg,0.70
Diclofenac Sodium,Alcofen SR,Aexim Pharmaceuticals Ltd.,100 mg,1.50
Eucalyptol + Menthol + Methyl Salicylate + Thymol + Sodium Fluoride,Alconil,Ziska Pharmaceuticals Ltd.,,85.01
Cotrimoxazole [Sulphamethoxazole + Trimethoprim],Alcot,Pacific Pharmaceuticals Ltd.,400 mg+80 mg,1.00
Cotrimoxazole [Sulphamethoxazole + Trimethoprim],Alcot,Pacific Pharmaceuticals Ltd.,(200 mg+40 mg)/5 ml,20.00
Albendazole,Alda,Supreme Pharmaceutical Ltd.,200 mg/5 ml,15.00
Albendazole,Alda DS,Supreme Pharmaceutical Ltd.,400 mg,4.00
Albendazole,Aldaben,Ad-din pharmaceuticals Ltd.,200 mg/5 ml,15.00
Albendazole,Aldaben-DS,Ad-din pharmaceuticals Ltd.,400 mg,4.00
Albendazole,Aldes,Desh Pharmaceuticals Ltd.,200 mg/5 ml,15.00
Albendazole,Aldes DS,Desh Pharmaceuticals Ltd.,400 mg,4.00
Albendazole,Aldew,Doctor’s Chemical Works Ltd.,400 mg,4.00
Albendazole,Aldex,Gaco Pharmaceuticals Ltd.,200 mg/5 ml,15.04
Albendazole,Aldex-DS,Gaco Pharmaceuticals Ltd.,400 mg,4.02
Albendazole,Aldin DS,Techno Drugs Ltd.,400 mg,3.98
Fludrocortisone Acetate,Aldocort,Incepta Pharmaceuticals Ltd.,0.10 mg,10.00
Eplerenone,Aldonist,D16 Pharma & Biotec,25 mg,45.00
Eplerenone,Aldonist,D16 Pharma & Biotec,50 mg,85.00
Levodopa + Carbidopa,Aldopa,Innova Pharma (Albion Laboratories),100 mg+10 mg,8.26
Levodopa + Carbidopa,Aldopa,Innova Pharma (Albion Laboratories),250 mg+25 mg,11.81
Epalrestat,Aldorin,Eskayef Bangladesh Ltd.,50 mg,10.00
Albendazole,Ale DS,Aztec Pharmaceuticals Ltd.,400 mg,4.00
Alectinib,Alecensa,Roche Bangladesh Ltd.,150 mg,"1,480.00"
Alendronic acid,Alendon,Beximco Pharmaceuticals Ltd.,10 mg,5.00
Alendronic acid,Alendon,Beximco Pharmaceuticals Ltd.,70 mg,25.00
Albendazole,Alentin DS,Renata Limited,400 mg,3.35
Olopatadine Hydrochloride (Ophthalmic),Alercon,ACME Laboratories Ltd.,0.1%,100.30
Olopatadine Hydrochloride (Nasal Spray),Alercon,ACME Laboratories Ltd.,600 mcg/spray,401.20
Olopatadine Hydrochloride (Ophthalmic),Alercon DS,ACME Laboratories Ltd.,0.2%,150.44
Chlorpheniramine Maleate,Alerest,Veritas Pharmaceuticals Ltd.,4 mg,0.29
Fexofenadine Hydrochloride,Alerfast,Biopharma Laboratories Ltd.,120 mg,6.00
Fexofenadine Hydrochloride,Alerfex,Kumudini Pharma Ltd.,120 mg,6.50
Fexofenadine Hydrochloride,Alerfex,Kumudini Pharma Ltd.,30 mg/5 ml,48.00
Chlorpheniramine Maleate,Alerjess,Ad-din pharmaceuticals Ltd.,4 mg,0.20
Chlorpheniramine Maleate,Alerjess,Ad-din pharmaceuticals Ltd.,2 mg/5 ml,20.00
Cetirizine Hydrochloride [Oral],Alermet,Orbit Pharmaceuticals Ltd.,5 mg/5 ml,16.00
Cetirizine Hydrochloride [Oral],Alermet,Orbit Pharmaceuticals Ltd.,10 mg,2.50
Loratadine,Alert,Apollo Pharmaceutical Ltd.,10 mg,2.73
Desloratadine,Alertadin,Beacon Pharmaceuticals Ltd.,5 mg,2.51
Pheniramine Maleate,Alervil,Incepta Pharmaceuticals Ltd.,15 mg/5 ml,25.00
Ebastine,Alestin,Novelta Bestway Pharmaceuticals Ltd.,10 mg,6.00
Ebastine,Alestin,Novelta Bestway Pharmaceuticals Ltd.,5 mg/5 ml,80.00
Allystrenol,Alestor,Incepta Pharmaceuticals Ltd.,5 mg,8.00
Cetirizine Hydrochloride [Oral],Aletrin,Reman Drug Laboratories Ltd.,10 mg,2.50
Enoxaparin Sodium,Alexa,Healthcare Pharmacuticals Ltd.,40 mg/0.4 ml,425.00
Enoxaparin Sodium,Alexa,Healthcare Pharmacuticals Ltd.,60 mg/0.6 ml,600.00
Enoxaparin Sodium,Alexa,Healthcare Pharmacuticals Ltd.,80 mg/0.8 ml,725.00
Pivmecillinam,Alexid,Aristopharma Ltd.,200 mg,15.00
Loratadine,Aleze,Unimed Unihealth MFG. Ltd.,10 mg,2.50
Loratadine,Aleze,Unimed Unihealth MFG. Ltd.,5 mg/5 ml,26.00
Vitamin E [Alpha Tocopherol Acetate],Alfa-E,Aristopharma Ltd.,200 mg,5.00
Triamcinolone Acetonide (Injection),Alfacort,Ziska Pharmaceuticals Ltd.,40 mg/ml,60.00
Alfuzosin Hydrochloride,Alfasin XR,Incepta Pharmaceuticals Ltd.,10 mg,9.99
Tenofovir Alafenamide,Alfavir,Incepta Pharmaceuticals Ltd.,25 mg,90.00
Fexofenadine Hydrochloride,Alfex,Medicon Pharmaceuticals Ltd.,120 mg,6.44
Fexofenadine Hydrochloride,Alfex,Medicon Pharmaceuticals Ltd.,30 mg/5 ml,43.18
Iron + Folic acid + Vitamin B complex + Vitamin C,Alfil,Marker Pharma Ltd.,,3.00
Cefixime Trihydrate,Alfixim,Allied Pharmaceuticals Ltd.,200 mg,35.00
Cefixime Trihydrate,Alfixim,Allied Pharmaceuticals Ltd.,400 mg,50.00
Cefixime Trihydrate,Alfixim,Allied Pharmaceuticals Ltd.,100 mg/5 ml,195.00
Cephradine,Alfradin,Allied Pharmaceuticals Ltd.,500 mg,12.50
Cephradine,Alfradin DS,Allied Pharmaceuticals Ltd.,250 mg/5 ml,120.00
Alfuzosin Hydrochloride,Alfumax-ER,Unimed Unihealth MFG. Ltd.,10 mg,10.00
Calcium Carbonate [Egg sheel] + Vitamin D3,Algecal,Opsonin Pharma Ltd.,500 mg+200 IU,10.00
Sodium Alginate + Potassium Bicarbonate,Algerd,Monicopharma Ltd.,(500 mg+100 mg)/5 ml,150.00
Aluminium Hydroxide + Magnesium Hydroxide,Algex,Doctor’s Chemical Works Ltd.,250 mg+400 mg,0.50
Aluminium Hydroxide + Magnesium Hydroxide,Algex,Doctor’s Chemical Works Ltd.,(175 mg+225 mg)/5 ml,33.00
Sodium Alginate + Potassium Bicarbonate,Algicid,Incepta Pharmaceuticals Ltd.,500 mg+100 mg,3.50
Sodium Alginate + Potassium Bicarbonate,Algicid,Incepta Pharmaceuticals Ltd.,(500 mg+100 mg)/5 ml,150.00
Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,Algicid Plus,Incepta Pharmaceuticals Ltd.,(500 mg+267 mg+160 mg)/10 ml,250.00
Sodium Alginate + Potassium Bicarbonate,Algicon,Leon Pharmaceuticals Ltd.,(500 mg+100 mg)/5 ml,125.38
Sodium Alginate + Potassium Bicarbonate,Algicon,Leon Pharmaceuticals Ltd.,500 mg+100 mg,3.01
Tiemonium Methylsulphate,Algin,Renata Limited,50 mg,6.00
Tiemonium Methylsulphate,Algin,Renata Limited,10 mg/5 ml,89.96
Tiemonium Methylsulphate,Algin,Renata Limited,5 mg/2 ml,25.00
Etoricoxib,Algirex,Ibn-Sina Pharmaceuticals Ltd.,60 mg,7.00
Etoricoxib,Algirex,Ibn-Sina Pharmaceuticals Ltd.,90 mg,12.01
Etoricoxib,Algirex,Ibn-Sina Pharmaceuticals Ltd.,120 mg,14.25
Sodium Alginate + Potassium Bicarbonate,Algisum,Opsonin Pharma Ltd.,500 mg+100 mg,3.50
Sodium Alginate + Potassium Bicarbonate,Algisum,Opsonin Pharma Ltd.,(500 mg+100 mg)/5 ml,145.00
Calcium Carbonate [Coral source] + Vitamin D3,Algita D,Labaid Pharma Ltd.,500 mg+200 IU,10.00
Ivermectin (Oral),Alice,Square Pharmaceuticals Ltd.,6 mg,10.00
Ivermectin (Oral),Alice,Square Pharmaceuticals Ltd.,12 mg,20.00
Ivermectin (Topical),Alice,Square Pharmaceuticals Ltd.,0.5%,130.00
Pemetrexed,Alimta,Eli Lilly and Company,500 mg/vial,"119,710.00"
Ranitidine,Alin,Rephco Pharmaceuticals Ltd.,150 mg,2.50
Nitazoxanide,Alinix,Healthcare Pharmacuticals Ltd.,500 mg,10.00
Nitazoxanide,Alinix,Healthcare Pharmacuticals Ltd.,100 mg/5 ml,35.00
Potassium Citrate + Citric Acid,Alkamax,Drug International Ltd.,(1500 mg+250 mg)/5 ml,200.00
Chlorpheniramine Maleate,Alkamin,Alkad Laboratories,2 mg/5 ml,11.11
Paracetamol,Alkaparol,Alkad Laboratories,120 mg/5 ml,18.00
Cotrimoxazole [Sulphamethoxazole + Trimethoprim],Alkatrim,Alkad Laboratories,(200 mg+40 mg)/5 ml,22.00
Metronidazole,Alkazol,Alkad Laboratories,200 mg/5 ml,24.00
Potassium Citrate + Citric Acid,Alkurin,Ibn-Sina Pharmaceuticals Ltd.,(1500 mg+250 mg)/5 ml,200.00
Vitamin B complex,Allbeevit,Medimet Pharmaceuticals Ltd.,,0.52
Vitamin B complex,Allbeevit,Medimet Pharmaceuticals Ltd.,,1.00
Vitamin B complex,Allbeevit,Medimet Pharmaceuticals Ltd.,,0.52
Vitamin B complex,Allbeevit,Medimet Pharmaceuticals Ltd.,,25.00
Vitamin B complex,Allbeevit,Medimet Pharmaceuticals Ltd.,,8.00
Multivitamin & Multimineral,Allbeevit-M,Medimet Pharmaceuticals Ltd.,,0.97
Multivitamin & Multimineral,Allbeevit-M,Medimet Pharmaceuticals Ltd.,,1.50
Olopatadine Hydrochloride (Ophthalmic),Alleloc,Navana Pharmaceuticals Ltd.,0.1%,100.30
Olopatadine Hydrochloride (Ophthalmic),Alleloc DS,Navana Pharmaceuticals Ltd.,0.2%,150.44
Cetirizine Hydrochloride [Oral],Allercet,Marksman Pharmaceuticals Ltd.,10 mg,2.50
Cetirizine Hydrochloride [Oral],Allercet,Marksman Pharmaceuticals Ltd.,5 mg/5 ml,14.80
Ketotifen Fumarate (Oral),Allerkit,Monicopharma Ltd.,1 mg/5 ml,40.00
Ketotifen Fumarate (Ophthalmic),Allerkit-E,Monicopharma Ltd.,0.025%,95.36
Cetirizine Hydrochloride [Oral],Allernil,Kemiko Pharmaceuticals Ltd.,10 mg,2.51
Cetirizine Hydrochloride [Oral],Allernil,Kemiko Pharmaceuticals Ltd.,5 mg/5 ml,25.00
Olopatadine Hydrochloride (Ophthalmic),Allet,Healthcare Pharmacuticals Ltd.,0.1%,110.00
Olopatadine Hydrochloride (Ophthalmic),Allet DS,Healthcare Pharmacuticals Ltd.,0.2%,180.00
Multivitamin & Multimineral [A-Z gold preparation],Allion,Beacon Pharmaceuticals Ltd.,,9.50
Promethazine Hydrochloride,Allphen,Medimet Pharmaceuticals Ltd.,5 mg/5 ml,24.00
Allylestrenol,Allygest,Nuvista Pharma Ltd.,5 mg,7.72
Allylestrenol,Allynol,Popular Pharmaceuticals Ltd.,5 mg,8.00
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Almasil MS,United Chemicals & Pharmaceuticals Ltd.,400 mg+400 mg+30 mg,0.75
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Almasil MS,United Chemicals & Pharmaceuticals Ltd.,(400 mg+400 mg+30 mg)/5 ml,54.96
Albendazole,Almex,Square Pharmaceuticals Ltd.,200 mg/5 ml,20.00
Albendazole,Almex,Square Pharmaceuticals Ltd.,400 mg,5.02
Albendazole,Almin,Kumudini Pharma Ltd.,200 mg/5 ml,15.00
Albendazole,Almin,Kumudini Pharma Ltd.,400 mg,4.00
Almotriptan,Almitan,Opsonin Pharma Ltd.,6.25 mg,25.00
Amoxicillin Trihydrate,Almoxil,Aexim Pharmaceuticals Ltd.,500 mg,6.60
Amoxicillin Trihydrate,Almoxil,Aexim Pharmaceuticals Ltd.,125 mg/5 ml,45.00
Amoxicillin Trihydrate,Almoxil,Aexim Pharmaceuticals Ltd.,250 mg,3.30
Iron + Folic acid + Vitamin B complex + Vitamin C,Alneed,Incepta Pharmaceuticals Ltd.,,3.00
